p,Sequence,name,simbad,feh,cfe,nfe,ofe,nafe,mgfe,alfe,sife,cafe,scfe,tife,vfe,crfe,mnfe,cofe,nife,znfe,gafe,gefe,srfe,yfe,zrfe,nbfe,mofe,rufe,rhfe,pdfe,agfe,bafe,lafe,cefe,prfe,ndfe,smfe,eufe,gdfe,tbfe,dyfe,hofe,erfe,tmfe,ybfe,lufe,hffe,osfe,irfe,ptfe,aufe,pbfe,thfe,ufe,ref
1,597,BD-01_2582,BD-01  2582,-2.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,598,BS17576-002,BD-02  2914,-1.38,0.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41,nan,nan,nan,nan,nan,nan,nan,nan,-0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,599,HIP44124,BD-03  2525,-1.94,nan,nan,nan,nan,0.33,nan,0.39,0.24,nan,0.3,nan,-0.13,nan,nan,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,601,BD-03_5215,BD-03  5215,-0.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,602,BD-11_145,BD-11   145,-2.48,nan,nan,nan,0.32,0.71,nan,0.49,0.44,-0.03,0.25,-0.13,-0.2,-0.25,-0.06,-0.04,0.27,nan,nan,-0.08,-0.3,-0.01,nan,nan,nan,nan,nan,nan,0.01,-0.01,-0.06,nan,0.15,nan,0.28,nan,1.34,nan,nan,nan,nan,nan,nan,nan,0.94,nan,nan,nan,nan,nan,nan,JOH02ab
1,604,HE1320-1339,BD-13  3695,-2.78,-0.55,nan,nan,nan,0.23,-0.78,nan,0.28,0.29,0.32,0.08,-0.3,-0.61,0.08,0.45,0.47,nan,nan,0.33,-0.1,nan,nan,nan,nan,nan,nan,nan,-0.48,nan,nan,nan,nan,nan,0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BAR05
1,605,BD-15_5781,BD-15  5781,-2.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,607,CS31082-001,BD-16   251,-2.9,0.29,0.29,0.73,0.36,0.34,-0.72,0.28,0.43,0.03,0.38,nan,-0.31,-0.39,0.19,0.05,0.22,nan,nan,0.75,0.46,0.75,0.89,nan,1.51,1.57,1.28,1.15,1.12,1.2,1.01,1.32,1.35,1.43,1.62,1.56,1.34,1.59,nan,1.71,1.56,nan,nan,1.46,1.93,1.72,nan,nan,0.6,1.9,1.52,HIL02
1,611,BD-17_6036,BD-17  6036,-2.75,nan,nan,nan,1,0.69,-0.38,0.53,0.42,0.09,0.33,-0.02,-0.17,-0.33,0.16,0.03,0.22,nan,nan,-0.52,-0.61,-0.31,nan,nan,nan,nan,1.08,nan,-0.52,-0.21,nan,0.98,0.02,nan,0.02,nan,0.84,-0.01,1.51,-0.01,0.52,-0.03,nan,nan,0.94,nan,nan,nan,nan,nan,nan,JOH02ab
1,614,BD-18_5550,BD-18  5550,-3.06,0.07,-0.27,0.47,0.14,0.29,-0.57,0.43,0.43,0.06,0.21,nan,-0.31,-0.42,0.12,-0.02,0.26,nan,nan,-0.91,0.03,-0.69,nan,nan,nan,nan,nan,nan,-0.79,0.07,0,-0.01,-0.38,0.05,-0.21,-0.21,nan,0.04,-0.42,-0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,616,BS16077-007,BPS BS 16077-0007,-2.71,0.68,0.88,1.52,nan,0.31,nan,0.16,0.44,0.22,0.58,0.38,-0.13,-0.57,0.26,0.1,nan,nan,nan,0.21,0.22,0.76,nan,nan,nan,nan,nan,nan,-0.27,nan,nan,nan,nan,nan,0.69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI08
1,618,BS16470-092,BPS BS 16470-0092,-1.83,0.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26,nan,nan,nan,nan,nan,nan,nan,nan,-0.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,620,BS16472-070,BPS BS 16472-0070,-2.71,nan,nan,nan,nan,0.24,-0.77,0.08,0.4,0.1,0.54,nan,-0.15,-0.57,0.69,-0.06,nan,nan,nan,-0.1,0.87,nan,nan,nan,nan,nan,nan,nan,-0.24,nan,nan,nan,nan,nan,1.77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA96
1,621,BS16472-081,BPS BS 16472-0081,-1.56,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19,nan,nan,nan,nan,nan,nan,nan,nan,-0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,622,BS16543-092,BPS BS 16543-0092,-2.36,-0.87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.36,nan,nan,nan,nan,nan,nan,nan,nan,-0.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,623,BS16546-076,BPS BS 16546-0076,-1.74,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.42,nan,nan,nan,nan,nan,nan,nan,nan,0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,624,BS16547-005,BPS BS 16547-0005,-1.79,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07,nan,nan,nan,nan,nan,nan,nan,nan,-0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,625,BS16547-006,BPS BS 16547-0006,-2.43,0.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.44,nan,nan,nan,nan,nan,nan,nan,nan,-0.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,626,BS16547-025,BPS BS 16547-0025,-1.62,-0.67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.4,nan,nan,nan,nan,nan,nan,nan,nan,0.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,627,BS16547-049,BPS BS 16547-0049,-3.01,nan,nan,nan,nan,0.47,-0.74,0.42,0.49,0.25,0.37,nan,-0.23,-0.59,nan,-0.07,nan,nan,nan,-0.01,-0.48,nan,nan,nan,nan,nan,nan,nan,-0.68,nan,nan,nan,nan,nan,1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA96
1,628,BS16547-099,BPS BS 16547-0099,-1.34,0.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.47,nan,nan,nan,nan,nan,nan,nan,nan,0.63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,629,BS16934-009,BPS BS 16934-0009,-1.55,-0.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.33,nan,nan,nan,nan,nan,nan,nan,nan,0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,630,BS16934-072,BPS BS 16934-0072,-1.8,0.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.17,nan,nan,nan,nan,nan,nan,nan,nan,0.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,632,BS16968-061,BPS BS 16968-0061,-3.08,nan,nan,nan,nan,0.46,-0.72,0.23,0.29,0.48,0.7,nan,-0.29,-0.74,0.56,0.08,nan,nan,nan,-0.47,0.7,nan,nan,nan,nan,nan,nan,nan,-0.23,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA96
1,633,BS16972-003,BPS BS 16972-0003,-2.42,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.15,nan,nan,nan,nan,nan,nan,nan,nan,-0.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,634,BS16986-072,BPS BS 16986-0072,-1.53,-0.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06,nan,nan,nan,nan,nan,nan,nan,nan,-0.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,635,BS17446-025,BPS BS 17446-0025,-2.38,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.49,nan,nan,nan,nan,nan,nan,nan,nan,-0.87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,636,BS17447-029,BPS BS 17447-0029,-2.91,nan,nan,nan,nan,0,-0.48,0.04,0.3,0.27,0.41,nan,-0.22,-0.63,nan,nan,nan,nan,nan,0.26,nan,nan,nan,nan,nan,nan,nan,nan,0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAR02
1,637,BS17570-090,BPS BS 17570-0090,-2.6,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.77,nan,nan,nan,nan,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,638,BS17576-071,BPS BS 17576-0071,-1.72,0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2,nan,nan,nan,nan,nan,nan,nan,nan,-0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,639,CS22166-041,BPS CS 22166-0041,-1.3,nan,nan,nan,nan,0.11,nan,nan,0.26,0.31,0.74,nan,-0.18,-0.48,nan,nan,nan,nan,nan,-0.2,nan,nan,nan,nan,nan,nan,nan,nan,0.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,640,CS22170-028,BPS CS 22170-0028,-0.66,nan,nan,nan,nan,0.5,nan,nan,0.22,nan,0,nan,-0.13,-0.19,nan,nan,nan,nan,nan,-0.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,641,CS22174-008,BPS CS 22174-0008,-1.46,nan,nan,nan,nan,0.51,nan,nan,0.33,0.02,0.58,nan,0.1,-0.63,nan,nan,nan,nan,nan,0.15,nan,nan,nan,nan,nan,nan,nan,nan,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,642,CS22174-012,BPS CS 22174-0012,-2.52,-0.57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.45,nan,nan,nan,nan,nan,nan,nan,nan,-0.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,643,CS22177-009,BPS CS 22177-0009,-3.1,0.47,nan,nan,nan,0.2,nan,0.19,0.29,0.23,0.34,nan,-0.19,-0.61,0.3,3.53,3.52,nan,nan,-0.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BON09
1,644,CS22180-005,BPS CS 22180-0005,-1.99,0.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22,nan,nan,nan,nan,nan,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,645,CS22180-040,BPS CS 22180-0040,-1.18,nan,nan,nan,nan,0.45,nan,nan,0.21,0.08,0.53,nan,-0.31,-0.35,nan,nan,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,nan,nan,nan,-0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,646,CS22185-009,BPS CS 22185-0009,-1.65,nan,nan,nan,nan,0.46,nan,nan,0.19,-0.23,0.36,nan,-0.15,-0.48,nan,nan,nan,nan,nan,-0.17,nan,nan,nan,nan,nan,nan,nan,nan,0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,648,CS22190-007,BPS CS 22190-0007,-2.57,0.25,nan,nan,0.83,0.28,-0.88,0.29,0.36,0.05,0.28,0.25,-0.16,-0.68,nan,nan,nan,nan,nan,0.21,-0.17,nan,nan,nan,nan,nan,nan,nan,-0.13,0.21,nan,nan,nan,nan,0.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,649,CS22191-029,BPS CS 22191-0029,-2.71,0.25,nan,nan,0.22,0.39,-0.67,0.09,0.5,0.23,0.38,0.39,-0.2,-0.75,nan,nan,nan,nan,nan,0.32,nan,nan,nan,nan,nan,nan,nan,nan,-0.16,0.48,nan,nan,nan,nan,0.54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,650,CS22783-055,BPS CS 22783-0055,-2.86,-0.47,nan,nan,0.2,0.36,0.39,0.49,0.47,-0.09,0.18,0.16,-0.43,-0.37,0.5,-0.21,nan,nan,nan,-0.74,-0.41,0.16,nan,nan,nan,nan,nan,nan,-0.66,0.25,nan,nan,0.42,nan,-0.15,0.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MCW9598
1,651,CS22872-062,BPS CS 22872-0062,0.26,nan,nan,nan,nan,-0.24,nan,nan,0.13,nan,-0.21,nan,-0.48,-0.73,nan,nan,nan,nan,nan,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,652,CS22872-102,BPS CS 22872-0102,-2.86,0.68,0.63,nan,0.04,0.35,-0.71,0.31,0.41,-0.02,0.37,nan,-0.3,-0.67,0.14,0.05,nan,nan,nan,-0.17,nan,nan,nan,nan,nan,nan,nan,nan,-0.62,nan,nan,nan,nan,nan,0.94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI08
1,654,CS22873-166,BPS CS 22873-0166,-2.92,-0.09,1.09,2.97,0.37,0.46,-0.42,0.41,0.34,0.05,0.22,nan,-0.36,-0.59,0.05,-0.1,0.17,nan,nan,0.18,-0.15,0.17,nan,nan,nan,nan,nan,nan,-0.8,-0.75,-0.39,-0.1,-0.22,0,-0.36,0,nan,-0.01,-0.27,-0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,655,CS22874-042,BPS CS 22874-0042,-1.51,nan,nan,nan,nan,0.13,nan,nan,0.18,0.19,0.3,nan,-0.14,-0.62,nan,nan,nan,nan,nan,-0.39,nan,nan,nan,nan,nan,nan,nan,nan,-0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,656,CS22876-008,BPS CS 22876-0008,-1.86,nan,nan,nan,nan,0.61,nan,nan,0.41,0.02,0.64,nan,0.07,-0.39,nan,nan,nan,nan,nan,0.28,nan,nan,nan,nan,nan,nan,nan,nan,-0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,657,CS22876-021,BPS CS 22876-0021,-1.08,nan,nan,nan,nan,0.59,nan,nan,0.19,0.27,0.4,nan,-0.03,-0.32,nan,nan,nan,nan,nan,0.74,nan,nan,nan,nan,nan,nan,nan,nan,0.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,658,CS22876-042,BPS CS 22876-0042,-2.04,nan,nan,nan,nan,0.43,nan,nan,0.41,0.02,0.48,nan,-0.15,-0.35,nan,nan,nan,nan,nan,-0.23,nan,nan,nan,nan,nan,nan,nan,nan,-0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,659,CS22877-011,BPS CS 22877-0011,-2.9,0.07,nan,nan,-0.04,0.27,-0.53,0.42,0.33,0.05,0.18,nan,-0.19,-0.61,-0.05,0.18,nan,nan,nan,-1.21,0.29,nan,nan,nan,nan,nan,nan,nan,-1.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MCW9598
1,660,CS22878-027,BPS CS 22878-0027,-2.47,0.94,1.14,nan,-0.2,-0.01,-0.83,0.1,0.19,-0.03,0.39,nan,-0.1,-0.39,nan,0.08,nan,nan,nan,-0.29,nan,nan,nan,nan,nan,nan,nan,nan,-1.01,nan,nan,nan,nan,nan,0.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI08
1,661,CS22880-013,BPS CS 22880-0013,-2.03,nan,nan,nan,nan,0.24,nan,nan,0.18,0.11,0.37,nan,0,-0.06,nan,nan,nan,nan,nan,-0.58,nan,nan,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,663,CS22880-086,BPS CS 22880-0086,-3,0.32,nan,nan,nan,0.26,-0.96,nan,0.27,0.05,0.4,nan,-0.35,-0.55,0.39,0.18,nan,nan,nan,-0.03,-0.27,nan,nan,nan,nan,nan,nan,nan,-0.88,nan,nan,nan,nan,nan,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI08
1,664,CS22883-020,BPS CS 22883-0020,-2.02,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.35,nan,nan,nan,nan,nan,nan,nan,nan,-0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,665,CS22884-065,BPS CS 22884-0065,-1.65,nan,nan,nan,nan,0.26,nan,nan,0.28,-0.09,0.36,nan,0.04,-0.18,nan,nan,nan,nan,nan,0.02,nan,nan,nan,nan,nan,nan,nan,nan,-0.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,666,CS22884-108,BPS CS 22884-0108,-3.13,1,1.3,nan,nan,0.15,-0.72,0.14,0.37,0.28,0.68,nan,-0.23,-0.55,nan,0.02,nan,nan,nan,0.2,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,1.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI08
1,667,CS22885-162,BPS CS 22885-0162,-0.37,nan,nan,nan,nan,0.22,nan,nan,-0.13,0.25,0.38,nan,0.02,0,nan,nan,nan,nan,nan,0.22,nan,nan,nan,nan,nan,nan,nan,nan,0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,668,CS22886-043,BPS CS 22886-0043,-2.14,0.25,nan,nan,0.56,0.29,-0.67,0.26,0.4,0.03,0.3,0.18,0.02,-0.58,0.01,nan,nan,nan,nan,0.75,0.03,0.55,nan,nan,nan,nan,nan,nan,0.28,0.43,nan,nan,nan,nan,0.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,669,CS22891-184,BPS CS 22891-0184,-2.59,0.26,nan,nan,nan,0.23,-0.84,0.52,0.35,-0.1,0.12,0.08,-0.23,-0.74,-0.07,nan,nan,nan,nan,0.09,-0.45,nan,nan,nan,nan,nan,nan,nan,-0.08,0.02,nan,nan,nan,nan,0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE06
1,670,CS22892-020,BPS CS 22892-0020,-1.84,nan,nan,nan,nan,0.4,nan,nan,0.29,nan,0.24,nan,-0.12,-0.64,nan,nan,nan,nan,nan,-0.62,nan,nan,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,671,CS22892-027,BPS CS 22892-0027,-1.01,nan,nan,nan,nan,0.51,nan,nan,0.24,0.3,0.56,nan,0.03,-0.29,nan,nan,nan,nan,nan,0.27,nan,nan,nan,nan,nan,nan,nan,nan,0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,672,CS22893-010,BPS CS 22893-0010,-2.38,0.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,673,CS22894-043,BPS CS 22894-0043,-0.81,nan,nan,nan,nan,0.47,nan,nan,0.27,0.35,0.55,nan,0.03,-0.27,nan,nan,nan,nan,nan,0.33,nan,nan,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,674,CS22896-103,BPS CS 22896-0103,-0.08,nan,nan,nan,nan,0.31,nan,nan,-0.48,nan,-0.02,nan,0.14,-0.5,nan,nan,nan,nan,nan,0.13,nan,nan,nan,nan,nan,nan,nan,nan,-0.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,675,CS22896-149,BPS CS 22896-0149,-0.14,nan,nan,nan,nan,0.04,nan,nan,-0.3,nan,0.21,nan,-0.35,-0.74,nan,nan,nan,nan,nan,0.23,nan,nan,nan,nan,nan,nan,nan,nan,0.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,676,CS22896-173,BPS CS 22896-0173,-1.16,nan,nan,nan,nan,0.43,nan,nan,0.22,0.61,0.38,nan,0.01,-0.06,nan,nan,nan,nan,nan,-0.15,nan,nan,nan,nan,nan,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,677,CS22897-008,BPS CS 22897-0008,-3.42,0.66,0.34,3.47,-0.06,0.25,-0.7,0.46,0.32,0.05,0.26,nan,-0.34,-0.25,0.36,0.11,0.72,nan,nan,0.55,0.16,0.53,nan,nan,nan,nan,nan,nan,-1.04,0.08,0.01,0,0.1,0.06,0,0.06,nan,0.05,-0.21,0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CAY04
1,681,CS22897-057,BPS CS 22897-0057,-0.35,nan,nan,nan,nan,0.22,nan,nan,0.06,0.11,0.52,nan,-0.18,-0.28,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,-0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,682,CS22941-005,BPS CS 22941-0005,-2.41,nan,nan,nan,nan,0.49,nan,nan,0.3,nan,0.51,nan,0.01,-0.06,nan,nan,nan,nan,nan,-0.42,nan,nan,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
1,683,CS22941-012,BPS CS 22941-0012,-2.02,0.09,0.09,2.85,0.01,0.25,-0.45,0.15,0.51,0.6,0.63,1.18,0.07,-0.4,0.22,0.31,0.81,nan,nan,0.29,0.58,nan,nan,nan,nan,nan,nan,nan,0.01,1.73,nan,nan,nan,nan,1.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,IVA03
1,685,CS22941-035,BPS CS 22941-0035,-0.12,nan,nan,nan,nan,0.4,nan,nan,0.27,nan,0.19,nan,-0.28,-0.1,nan,nan,nan,nan,nan,-0.4,nan,nan,nan,nan,nan,nan,nan,nan,-0.62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PRE00
