um, n, k
1.235246864, 1.84756275, 0.00258194
1.237081503, 1.84757535, 0.00257702
1.238921599, 1.84758814, 0.0025721
1.240767178, 1.84760092, 0.00259695
1.242618263, 1.84761371, 0.00261247
1.24447488, 1.84762723, 0.00262231
1.246337053, 1.847641, 0.00263214
1.248204808, 1.84765476, 0.00264197
1.250078169, 1.84766853, 0.00264772
1.251957162, 1.84768297, 0.00265166
1.253841811, 1.84769772, 0.00265624
1.255732144, 1.84771184, 0.00266179
1.257628185, 1.84772623, 0.00266708
1.25952996, 1.84774158, 0.00267259
1.261437496, 1.84775673, 0.00267442
1.263350818, 1.84777149, 0.00267174
1.265269954, 1.84778679, 0.00266725
1.267194929, 1.84780199, 0.00266287
1.26912577, 1.84781726, 0.00265945
1.271062504, 1.8478325, 0.00266899
1.273005158, 1.84784773, 0.00268435
1.27495376, 1.84786347, 0.0026932
1.276908336, 1.84787876, 0.0027025
1.278868914, 1.84789395, 0.00271147
1.280835523, 1.84790926, 0.00271475
1.282808188, 1.84792402, 0.0027118
1.28478694, 1.84793877, 0.00270885
1.286771806, 1.84795352, 0.0027059
1.288762813, 1.84796827, 0.0027047
1.290759992, 1.84798302, 0.00271035
1.292763371, 1.84799746, 0.00271996
1.294772978, 1.84801123, 0.00272291
1.296788842, 1.848025, 0.00272614
1.298810993, 1.84803877, 0.00273089
1.300839461, 1.84805229, 0.00273625
1.302874275, 1.84806507, 0.002737
1.304915464, 1.84807785, 0.002737
1.30696306, 1.84809044, 0.0027368
1.309017091, 1.84810224, 0.00273152
1.311077589, 1.84811404, 0.00271166
1.313144584, 1.8481257, 0.00271092
1.315218106, 1.84813637, 0.00271682
1.317298188, 1.84814633, 0.00272273
1.319384859, 1.84815705, 0.00272622
1.321478152, 1.84816679, 0.00271153
1.323578097, 1.84817564, 0.00271743
1.325684727, 1.84818449, 0.00272333
1.327798074, 1.84819331, 0.00272923
1.329918169, 1.84820118, 0.00273438
1.332045046, 1.84820904, 0.00270697
1.334178736, 1.84821593, 0.00270106
1.336319273, 1.84822184, 0.00269516
1.338466689, 1.84822774, 0.00269022
1.340621018, 1.84823364, 0.00270222
1.342782293, 1.84823862, 0.00270208
1.344950548, 1.84824353, 0.002702
1.347125817, 1.84824756, 0.002702
1.349308134, 1.84825062, 0.002702
1.351497532, 1.84825357, 0.00266684
1.353694048, 1.84825652, 0.00264587
1.355897714, 1.84825782, 0.00262898
1.358108567, 1.84825962, 0.00261226
1.360326642, 1.84826079, 0.00268024
1.362551973, 1.848261, 0.00267496
1.364784598, 1.848261, 0.00264523
1.36702455, 1.84826026, 0.00261722
1.369271868, 1.84825855, 0.00259839
1.371526587, 1.84825658, 0.00259826
1.373788743, 1.84825461, 0.00259792
1.376058374, 1.84825197, 0.00259497
1.378335517, 1.84824902, 0.00259202
1.380620209, 1.84824543, 0.00261546
1.382912487, 1.84824087, 0.00261207
1.38521239, 1.84823595, 0.00258675
1.387519956, 1.84823103, 0.00256215
1.389835222, 1.84822553, 0.0025364
1.392158228, 1.84821907, 0.00251771
1.394489013, 1.84821219, 0.00250546
1.396827615, 1.8482053, 0.00249313
1.399174074, 1.84819791, 0.00250439
1.40152843, 1.84818954, 0.0025319
1.403890723, 1.84818117, 0.00252959
1.406260992, 1.84817238, 0.00250298
1.408639278, 1.84816299, 0.00247786
1.411025623, 1.84815328, 0.00245499
1.413420066, 1.84814287, 0.00243391
1.41582265, 1.84813264, 0.00241307
1.418233416, 1.84812144, 0.0023934
1.420652406, 1.84810964, 0.00238282
1.423079661, 1.84809784, 0.00237871
1.425515225, 1.84808603, 0.00235806
1.42795914, 1.84807391, 0.00233803
1.430411449, 1.84806083, 0.00232887
1.432872196, 1.84804707, 0.0023321
1.435341423, 1.8480333, 0.00231171
1.437819176, 1.84801952, 0.00229327
1.440305498, 1.84800553, 0.00228015
1.442800433, 1.84799077, 0.00226862
1.445304027, 1.84797582, 0.00224422
1.447816325, 1.84796008, 0.00222263
1.450337372, 1.84794435, 0.00221101
1.452867214, 1.84792862, 0.00220242
1.455405897, 1.84791274, 0.00217881
1.457953468, 1.84789602, 0.00215684
1.460509973, 1.84787921, 0.0021465
1.463075459, 1.84786149, 0.00213091
1.465649974, 1.84784386, 0.00210639
1.468233566, 1.84782704, 0.00208385
1.470826282, 1.84780838, 0.00208048
1.473428171, 1.84779066, 0.00206557
1.476039282, 1.84777198, 0.00204198
1.478659664, 1.8477533, 0.00202034
1.481289366, 1.84773363, 0.00202097
1.483928439, 1.84771492, 0.00199626
1.486576932, 1.8476953, 0.00197256
1.489234895, 1.84767562, 0.00194986
1.491902381, 1.84765505, 0.0019489
1.494579439, 1.84763529, 0.0019242
1.497266122, 1.84761474, 0.00189752
1.499962482, 1.84759408, 0.00189315
1.502668571, 1.8475726, 0.00188045
1.505384442, 1.84755179, 0.00185669
1.508110147, 1.84753032, 0.00183191
1.510845741, 1.84750868, 0.00183487
1.513591277, 1.84748705, 0.00181697
1.51634681, 1.84746465, 0.00179214
1.519112395, 1.84744277, 0.00177272
1.521888085, 1.84742041, 0.00176151
1.524673938, 1.84739779, 0.00174067
1.527470008, 1.84737448, 0.00171579
1.530276353, 1.84735155, 0.00170934
1.533093029, 1.84732828, 0.00169624
1.535920092, 1.84730467, 0.00167431
1.538757601, 1.84728168, 0.00165542
1.541605614, 1.84725786, 0.00164173
1.544464189, 1.84723385, 0.00162403
1.547333385, 1.84720967, 0.00160296
1.550213261, 1.84718564, 0.001594
1.553103877, 1.84716097, 0.00158105
1.556005293, 1.84713591, 0.00155796
1.55891757, 1.84711132, 0.00154294
1.561840769, 1.84708674, 0.00153262
1.564774951, 1.84706167, 0.00151557
1.567720179, 1.8470361, 0.00149393
1.570676514, 1.84701053, 0.00148376
1.573644021, 1.84698495, 0.00147665
1.576622762, 1.84695938, 0.00145542
1.579612801, 1.84693342, 0.00144143
1.582614203, 1.84690725, 0.0014315
1.585627033, 1.84688131, 0.00141111
1.588651355, 1.84685475, 0.00139392
1.591687236, 1.8468282, 0.00138539
1.594734743, 1.84680165, 0.00137443
1.597793941, 1.84677479, 0.00135731
1.600864899, 1.84674726, 0.00134434
1.603947685, 1.84671998, 0.00133532
1.607042367, 1.84669317, 0.00131761
1.610149013, 1.84666564, 0.00130355
1.613267694, 1.84663789, 0.00129779
1.61639848, 1.84660957, 0.00127812
1.61954144, 1.84658184, 0.00126253
1.622696647, 1.84655349, 0.00126194
1.625864172, 1.84652581, 0.0012434
1.629044088, 1.84649727, 0.00122839
1.632236466, 1.84646875, 0.00122921
1.635441381, 1.84644014, 0.00121348
1.638658906, 1.84641072, 0.00119884
1.641889117, 1.84638212, 0.00119606
1.645132088, 1.84635262, 0.00118131
1.648387895, 1.84632312, 0.00116685
1.651656614, 1.8462936, 0.00116181
1.654938323, 1.8462641, 0.00114805
1.658233098, 1.8462346, 0.00113428
1.661541019, 1.84620412, 0.001134
1.664862164, 1.84617458, 0.00112074
1.668196612, 1.84614415, 0.0011079
1.671544444, 1.84611367, 0.00110883
1.674905739, 1.84608316, 0.00109822
1.678280581, 1.8460518, 0.00108642
1.68166905, 1.8460212, 0.00108154
1.68507123, 1.84598985, 0.00107167
1.688487203, 1.84595838, 0.00106085
1.691917055, 1.84592773, 0.00105737
1.695360868, 1.84589562, 0.00104901
1.69881873, 1.84586395, 0.00104074
1.702290726, 1.84583249, 0.0010367
1.705776943, 1.84580027, 0.00102776
1.709277469, 1.84576781, 0.0010184
1.712792391, 1.84573535, 0.00101528
1.7163218, 1.8457029, 0.0010094
1.719865783, 1.84567043, 0.00100632
1.723424433, 1.84563731, 0.001002
1.72699784, 1.84560453, 0.00099349
1.730586096, 1.84557143, 0.00098873
1.734189295, 1.84553799, 0.00098182
1.737807528, 1.84550455, 0.00097259
1.741440892, 1.84547054, 0.00097134
1.745089481, 1.84543611, 0.00096788
1.74875339, 1.84540223, 0.00096124
1.752432717, 1.84536826, 0.00095686
1.756127559, 1.84533383, 0.00095189
1.759838014, 1.8452989, 0.00094699
1.763564182, 1.84526399, 0.00094257
1.767306162, 1.8452291, 0.00093718
1.771064056, 1.84519369, 0.00093309
1.774837965, 1.84515828, 0.00092894
1.778627992, 1.84512288, 0.0009229
1.78243424, 1.84508706, 0.00091879
1.786256814, 1.84505066, 0.00091506
1.790095818, 1.84501428, 0.00091237
1.79395136, 1.84497789, 0.00091087
1.797823545, 1.84494149, 0.00090531
1.801712483, 1.84490511, 0.00090104
1.805618282, 1.84486842, 0.00089748
1.809541052, 1.84483105, 0.00089429
1.813480904, 1.84479366, 0.00089337
1.817437949, 1.84475604, 0.00088874
1.821412301, 1.84471792, 0.00088728
1.825404073, 1.84468031, 0.00088411
1.82941338, 1.84464196, 0.00088079
1.833440338, 1.84460342, 0.00087943
1.837485063, 1.84456423, 0.00087665
1.841547674, 1.84452573, 0.00087469
1.845628289, 1.8444864, 0.00087244
1.849727029, 1.84444706, 0.000869
1.853844014, 1.84440759, 0.00086846
1.857979366, 1.84436737, 0.000864
1.862133209, 1.84432796, 0.00086378
1.866305667, 1.84428761, 0.00086083
1.870496865, 1.84424726, 0.00085788
1.874706931, 1.84420598, 0.00085493
1.87893599, 1.84416563, 0.00085203
1.883184173, 1.84412433, 0.00085498
1.88745161, 1.84408303, 0.00085207
1.891738431, 1.84404077, 0.00085008
1.896044769, 1.84399846, 0.00084717
1.900370758, 1.84395617, 0.00084515
1.904716532, 1.84391389, 0.00084682
1.909082227, 1.84387158, 0.00084611
1.913467981, 1.84382842, 0.00084425
1.917873933, 1.84378515, 0.00084228
1.922300221, 1.84374189, 0.000842
1.926746988, 1.84369776, 0.00084035
1.931214375, 1.84365351, 0.00083838
1.935702527, 1.84360926, 0.00083721
1.940211589, 1.84356498, 0.000837
1.944741706, 1.84351997, 0.00083548
1.949293028, 1.84347474, 0.00083426
1.953865702, 1.84342948, 0.00083254
1.95845988, 1.84338352, 0.00083129
1.963075714, 1.84333731, 0.0008317
1.967713358, 1.84329109, 0.00083064
1.972372965, 1.84324485, 0.00083066
1.977054693, 1.84319798, 0.00082971
1.981758699, 1.84315078, 0.000829
1.986485144, 1.84310295, 0.00082839
1.991234187, 1.84305535, 0.000828
1.996005991, 1.84300757, 0.00082684
2.000800721, 1.8429588, 0.00082713
2.005618541, 1.84291016, 0.0008269
2.01045962, 1.84286092, 0.000826
2.015324125, 1.84281129, 0.00082497
2.020212228, 1.8427616, 0.000824
2.025124101, 1.84271144, 0.000824
2.030059917, 1.84266129, 0.000824
2.035019851, 1.84261067, 0.000824
2.040004082, 1.84255952, 0.000824
2.045012788, 1.84250797, 0.00082358
2.050046149, 1.84245626, 0.0008226
2.055104349, 1.84240473, 0.000822
2.060187571, 1.84235222, 0.00082237
2.065296002, 1.84229912, 0.0008223
2.070429829, 1.84224601, 0.00082133
2.075589243, 1.84219256, 0.000822
2.080774435, 1.84213848, 0.0008223
2.0859856, 1.84208439, 0.00082272
2.091222931, 1.84203001, 0.000822
2.096486628, 1.84197494, 0.00082225
2.10177689, 1.84191964, 0.000823
2.107093918, 1.84186359, 0.00082278
2.112437916, 1.8418075, 0.000822
2.11780909, 1.84175127, 0.00082219
2.123207647, 1.84169423, 0.00082283
2.128633798, 1.84163701, 0.00082215
2.134087755, 1.84157899, 0.00082286
2.139569731, 1.84152097, 0.000822
2.145079944, 1.84146281, 0.000822
2.150618612, 1.84140382, 0.000822
2.156185956, 1.84134475, 0.00082214
2.1617822, 1.84128476, 0.00082405
2.167407568, 1.84122474, 0.00082493
2.173062289, 1.84116474, 0.00082302
2.178746594, 1.84110377, 0.000824
2.184460715, 1.84104177, 0.00082499
2.190204887, 1.84098079, 0.000825
2.195979347, 1.84091792, 0.00082595
2.201784337, 1.84085588, 0.00082694
2.207620099, 1.84079208, 0.00082516
2.213486879, 1.84072907, 0.00082591
2.219384923, 1.84066526, 0.000826
2.225314483, 1.84060042, 0.00082687
2.231275812, 1.84053552, 0.00082786
2.237269166, 1.84046978, 0.00082716
2.243294804, 1.84040386, 0.00082865
2.249352988, 1.84033797, 0.000829
2.255443981, 1.8402713, 0.00082979
2.261568051, 1.84020443, 0.00083155
2.267725468, 1.84013601, 0.000832
2.273916506, 1.84006791, 0.00083126
2.280141439, 1.83999934, 0.00083245
2.286400549, 1.83992976, 0.000833
2.292694116, 1.83985993, 0.00083438
2.299022427, 1.83979011, 0.000835
2.305385769, 1.83971894, 0.000835
2.311784434, 1.83964779, 0.00083628
2.318218717, 1.83957574, 0.00083763
2.324688917, 1.83950297, 0.000838
2.331195335, 1.83942958, 0.00083859
2.337738276, 1.83935581, 0.00083958
2.344318049, 1.8392815, 0.00084
2.350934964, 1.83920674, 0.00084163
2.357589338, 1.83913146, 0.000843
2.36428149, 1.83905523, 0.00084351
2.371011742, 1.83897801, 0.00084449
2.377780421, 1.8389003, 0.00084548
2.384587856, 1.83882216, 0.00084646
2.391434382, 1.83874305, 0.00084744
2.398320336, 1.83866337, 0.00084843
2.405246059, 1.83858328, 0.00084982
2.412211898, 1.83850225, 0.00085179
2.419218202, 1.83842024, 0.000853
2.426265323, 1.83833724, 0.00085372
2.433353621, 1.83825366, 0.00085535
2.440483457, 1.83816972, 0.00085666
2.447655198, 1.8380848, 0.00085831
2.454869213, 1.83799896, 0.0008593
2.462125878, 1.83791215, 0.00086028
2.469425571, 1.83782462, 0.00086126
2.476768678, 1.83773656, 0.00086274
2.484155586, 1.83764708, 0.00086546
2.491586688, 1.83755716, 0.00086721
2.499062383, 1.83746565, 0.00086839
2.506583072, 1.83737402, 0.00087018
2.514149164, 1.83728143, 0.00087133
2.52176107, 1.83718786, 0.00087344
2.529419208, 1.83709326, 0.00087613
2.537124001, 1.83699777, 0.00087723
2.544875875, 1.8369013, 0.00087929
2.552675265, 1.8368038, 0.00088225
2.560522608, 1.83670541, 0.00088507
2.568418348, 1.83660604, 0.00088605
2.576362933, 1.83650563, 0.00088713
2.58435682, 1.83640434, 0.00089103
2.592400467, 1.83630207, 0.000893
2.600494341, 1.83619883, 0.00089497
2.608638914, 1.83609357, 0.00089693
2.616834664, 1.83598835, 0.0008989
2.625082075, 1.83588221, 0.00090367
2.633381636, 1.83577409, 0.00090492
2.641733844, 1.83566593, 0.0009068
2.650139202, 1.835556, 0.00091054
2.658598218, 1.83544492, 0.00091274
2.667111408, 1.83533294, 0.00091726
2.675679293, 1.83522001, 0.00091967
2.684302404, 1.83510612, 0.00092245
2.692981274, 1.83499037, 0.00092541
2.701716448, 1.83487354, 0.00092836
2.710508475, 1.83475576, 0.00093207
2.71935791, 1.83463694, 0.00093601
2.72826532, 1.83451646, 0.00093847
2.737231275, 1.83439552, 0.00094404
2.746256354, 1.83427317, 0.0009467
2.755341144, 1.83414881, 0.00094975
2.76448624, 1.83402323, 0.00095368
2.773692244, 1.83389672, 0.00095827
2.782959766, 1.83376917, 0.00096191
2.792289426, 1.83364006, 0.0009661
2.80168185, 1.83350966, 0.00097042
2.811137674, 1.83337764, 0.00097494
2.820657542, 1.83324428, 0.00097929
2.830242107, 1.83310945, 0.00098322
2.83989203, 1.83297321, 0.00098877
2.849607983, 1.83283543, 0.00099461
2.859390645, 1.83269623, 0.00099902
2.869240706, 1.83255562, 0.00100344
2.879158865, 1.8324135, 0.00100931
2.88914583, 1.83226995, 0.00101528
2.899202321, 1.83212496, 0.00102064
2.909329064, 1.83197812, 0.00102654
2.9195268, 1.83182916, 0.00103203
2.929796277, 1.83167931, 0.00103812
2.940138256, 1.83152775, 0.00104524
2.950553506, 1.83137395, 0.00105114
2.961042808, 1.83121881, 0.00105773
2.971606957, 1.83106182, 0.00106559
2.982246755, 1.83090316, 0.00107285
2.992963018, 1.8307429, 0.00107904
3.003756574, 1.83058038, 0.00108647
3.014628261, 1.8304166, 0.00109455
3.025578931, 1.83025082, 0.00110118
3.036609449, 1.83008299, 0.00111003
3.047720689, 1.82991267, 0.00111888
3.058913542, 1.82974116, 0.00112754
3.070188911, 1.82956746, 0.00113576
3.081547711, 1.82939129, 0.00114544
3.092990871, 1.82921385, 0.00115457
3.104519335, 1.82903352, 0.00116514
3.116134061, 1.82885139, 0.00117421
3.127836019, 1.82866733, 0.00118512
3.139626198, 1.82848125, 0.00119685
3.151505597, 1.82829219, 0.00120767
3.163475233, 1.8281013, 0.00121853
3.17553614, 1.82790756, 0.00123038
3.187689364, 1.82771266, 0.00124414
3.199935969, 1.82751403, 0.00125594
3.212277037, 1.82731345, 0.00126969
3.224713663, 1.82711078, 0.00128251
3.237246964, 1.82690537, 0.00129907
3.249878069, 1.82669708, 0.00131208
3.262608128, 1.8264868, 0.00132668
3.275438309, 1.82627353, 0.00134324
3.288369798, 1.8260575, 0.00135995
3.301403799, 1.82583945, 0.00137839
3.314541535, 1.82561846, 0.0013954
3.327784252, 1.82539387, 0.00141294
3.341133211, 1.82516707, 0.00143227
3.354589696, 1.82493738, 0.00145355
3.368155013, 1.82470413, 0.00147674
3.381830486, 1.82446858, 0.00149958
3.395617462, 1.8242296, 0.00152294
3.409517312, 1.82398734, 0.00154875
3.423531427, 1.82374226, 0.00157602
3.437661221, 1.82349435, 0.00159447
3.451908133, 1.8232427, 0.00161469
3.466273626, 1.82298727, 0.00164064
3.480759185, 1.82272868, 0.00166622
3.495366323, 1.82246706, 0.00169588
3.510096576, 1.82220197, 0.00172587
3.524951508, 1.8219331, 0.00175019
3.539932708, 1.82166095, 0.00177649
3.555041793, 1.82138463, 0.0018077
3.570280407, 1.82110461, 0.00183906
3.585650224, 1.82082125, 0.00187168
3.601152945, 1.82053338, 0.00190662
3.616790302, 1.82024169, 0.00194154
3.632564056, 1.81994673, 0.00197595
3.648475999, 1.81964744, 0.00201504
3.664527956, 1.81934365, 0.00205525
3.680721782, 1.81903553, 0.00209284
3.697059367, 1.81872314, 0.00213441
3.713542634, 1.81840637, 0.00217728
3.73017354, 1.8180851, 0.00222074
3.746954077, 1.81775975, 0.00226671
3.763886274, 1.81742947, 0.00231287
3.780972196, 1.81709461, 0.00235848
3.798213946, 1.81675542, 0.00240826
3.815613667, 1.81641074, 0.00246136
3.833173538, 1.81606142, 0.00251333
3.850895781, 1.81570757, 0.00256333
3.868782659, 1.81534813, 0.00261697
3.886836477, 1.81498329, 0.00267476
3.905059582, 1.81461376, 0.00273204
3.923454367, 1.81423831, 0.00278965
3.94202327, 1.81385837, 0.00284683
3.960768774, 1.8134718, 0.00290848
3.97969341, 1.8130805, 0.00297048
3.99879976, 1.8126834, 0.00304241
4.018090452, 1.81228046, 0.00310989
4.037568168, 1.81187136, 0.00318193
4.05723564, 1.81145596, 0.00325604
4.077095656, 1.81103557, 0.00333343
4.097151056, 1.81060815, 0.0034069
4.117404737, 1.81017522, 0.0034751
4.137859656, 1.80973553, 0.00355173
4.158518827, 1.80928907, 0.00362549
4.179385323, 1.80883639, 0.00370127
4.200462282, 1.80837725, 0.00378574
4.221752904, 1.8079104, 0.00386361
4.243260454, 1.80743732, 0.00395264
4.264988265, 1.80695786, 0.00404213
4.286939738, 1.80647075, 0.00412616
4.309118344, 1.80597644, 0.00421783
4.331527627, 1.80547479, 0.00431464
4.354171205, 1.80496546, 0.00440941
4.37705277, 1.80444924, 0.00450044
4.400176095, 1.80392507, 0.00459757
4.423545032, 1.80339263, 0.00469753
4.447163515, 1.80285316, 0.00479783
4.471035563, 1.80230501, 0.00490285
4.49516528, 1.80174841, 0.00500374
4.519556862, 1.80118395, 0.00510529
4.544214594, 1.80061069, 0.00521125
4.569142857, 1.80002823, 0.00531419
4.594346127, 1.79943762, 0.00541755
4.619828981, 1.79883792, 0.00552855
4.645596096, 1.79822822, 0.00563804
4.671652255, 1.79760901, 0.00574848
4.69800235, 1.79698031, 0.00585806
4.724651383, 1.796341, 0.00596567
4.751604469, 1.79569117, 0.00607645
4.778866842, 1.7950315, 0.00619069
4.806443857, 1.79436072, 0.00630804
4.834340992, 1.7936784, 0.00641778
4.862563853, 1.79298473, 0.00652798
4.89111818, 1.79198323, 0.00664499
4.920009845, 1.790694, 0.00675808
4.949244863, 1.78938592, 0.00687399
4.97882939, 1.78805904, 0.00699412
5.008769732, 1.78671099, 0.00711654
5.039072347, 1.78534142, 0.0072424
5.06974385, 1.78395095, 0.00737591
5.100791018, 1.78253727, 0.00752299
5.132220796, 1.78109956, 0.00766774
5.1640403, 1.77963701, 0.00781761
5.196256823, 1.77814972, 0.00797088
5.228877845, 1.77663559, 0.00811541
5.261911029, 1.77509331, 0.00825808
5.295364238, 1.77352288, 0.00842513
5.329245535, 1.7719228, 0.0086106
5.363563188, 1.77029133, 0.00880366
5.398325682, 1.76862798, 0.00901185
5.433541723, 1.76693129, 0.00921591
5.469220246, 1.76519927, 0.00943644
5.505370421, 1.76343023, 0.00973199
5.542001663, 1.76162427, 0.01002468
5.579123639, 1.75977793, 0.0101135
5.616746277, 1.75788812, 0.01021779
5.654879774, 1.75595738, 0.01048194
5.693534606, 1.75398006, 0.0110499
5.732721537, 1.7519545, 0.01115145
5.772451632, 1.7498792, 0.01077405
5.812736261, 1.7477524, 0.01058455
5.853587116, 1.74557025, 0.01067214
5.895016219, 1.74332828, 0.0111608
5.937035937, 1.74102712, 0.01181653
5.979658989, 1.73866217, 0.01216052
6.022898463, 1.73622751, 0.01242426
6.06676783, 1.73372405, 0.01383551
6.111280954, 1.7311453, 0.01333413
6.15645211, 1.72848834, 0.01117867
6.202295998, 1.72574732, 0.01014061
6.248827759, 1.72292056, 0.0096583
6.296062992, 1.72000336, 0.0094492
6.344017772, 1.71698703, 0.00933049
6.392708666, 1.71387229, 0.00925878
6.442152755, 1.71064982, 0.00919206
6.492367652, 1.70731337, 0.00918839
6.543371522, 1.70385925, 0.00918195
6.595183108, 1.70028086, 0.0091863
6.647821749, 1.69657065, 0.00921808
6.701307409, 1.69271857, 0.00928591
6.755660696, 1.68872026, 0.00932864
6.810902896, 1.68456641, 0.00931029
6.867055994, 1.68024513, 0.00929294
6.924142709, 1.67575041, 0.0093486
6.982186518, 1.67107015, 0.00953914
7.041211694, 1.66618956, 0.00981531
7.101243339, 1.66110008, 0.01000954
7.162307417, 1.65578683, 0.01013893
7.224430791, 1.65023407, 0.01017387
7.287641269, 1.64442147, 0.01014238
7.351967635, 1.6383332, 0.01014093
7.417439703, 1.63195052, 0.01028522
7.484088356, 1.62524525, 0.01060692
7.551945599, 1.6181949, 0.01097788
7.621044605, 1.61077277, 0.01127858
7.691419777, 1.60293962, 0.01162237
7.763106796, 1.59466217, 0.01202389
7.836142689, 1.5859031, 0.01226304
7.910565888, 1.57661077, 0.01217574
7.9864163, 1.56672685, 0.01179267
8.063735377, 1.55619095, 0.01129392
8.064516129, 1.5393058, 0.0052709
8.07102502, 1.5382107, 0.0053029
8.077544426, 1.537109, 0.0053352
8.084074373, 1.5359997, 0.0053679
8.090614887, 1.5348827, 0.0054009
8.097165992, 1.533759, 0.0054342
8.103727715, 1.5326282, 0.0054678
8.110300081, 1.5314906, 0.0055018
8.116883117, 1.5303456, 0.0055361
8.123476848, 1.5291921, 0.0055708
8.130081301, 1.5280311, 0.0056058
8.136696501, 1.526863, 0.0056412
8.143322476, 1.5256872, 0.0056769
8.14995925, 1.5245042, 0.005713
8.156606852, 1.5233126, 0.0057495
8.163265306, 1.5221126, 0.0057864
8.169934641, 1.5209049, 0.0058236
8.176614881, 1.5196894, 0.0058612
8.183306056, 1.518466, 0.0058992
8.19000819, 1.5172347, 0.0059376
8.196721311, 1.5159934, 0.0059765
8.203445447, 1.5147439, 0.0060158
8.210180624, 1.5134864, 0.0060554
8.216926869, 1.5122205, 0.0060955
8.223684211, 1.510946, 0.006136
8.230452675, 1.5096624, 0.006177
8.23723229, 1.5083687, 0.0062184
8.244023083, 1.5070666, 0.0062603
8.250825083, 1.5057558, 0.0063026
8.257638315, 1.5044363, 0.0063454
8.26446281, 1.5031073, 0.0063886
8.271298594, 1.5017675, 0.0064324
8.278145695, 1.5004182, 0.0064766
8.285004143, 1.4990598, 0.0065214
8.291873964, 1.497692, 0.0065666
8.298755187, 1.4963148, 0.0066123
8.305647841, 1.4949268, 0.0066585
8.312551953, 1.4935278, 0.0067054
8.319467554, 1.492119, 0.0067527
8.326394671, 1.4907004, 0.0068006
8.333333333, 1.4892715, 0.006849
8.34028357, 1.4878325, 0.0068979
8.347245409, 1.4863811, 0.0069476
8.354218881, 1.4849188, 0.0069977
8.361204013, 1.483446, 0.0070485
8.368200837, 1.4819627, 0.0070998
8.37520938, 1.4804683, 0.0071517
8.382229673, 1.4789622, 0.0072043
8.389261745, 1.4774433, 0.0072576
8.396305626, 1.4759133, 0.0073114
8.403361345, 1.4743718, 0.0073659
8.410428932, 1.472819, 0.0074211
8.417508418, 1.4712543, 0.0074769
8.424599832, 1.4696758, 0.0075335
8.431703204, 1.4680845, 0.0075908
8.438818565, 1.4664813, 0.0076487
8.445945946, 1.4648659, 0.0077074
8.453085376, 1.4632382, 0.0077668
8.460236887, 1.4615971, 0.0078269
8.467400508, 1.4599407, 0.007888
8.474576271, 1.4582717, 0.0079497
8.481764207, 1.4565899, 0.0080122
8.488964346, 1.4548947, 0.0080755
8.49617672, 1.453186, 0.0081396
8.503401361, 1.4514613, 0.0082046
8.510638298, 1.4497222, 0.0082705
8.517887564, 1.447969, 0.0083372
8.52514919, 1.4462019, 0.0084048
8.532423208, 1.4444203, 0.0084733
8.53970965, 1.4426235, 0.0085426
8.547008547, 1.4408094, 0.0086131
8.554319932, 1.4389802, 0.0086844
8.561643836, 1.4371358, 0.0087567
8.568980291, 1.4352763, 0.0088299
8.576329331, 1.433401, 0.0089041
8.583690987, 1.4315077, 0.0089795
8.591065292, 1.429597, 0.0090559
8.598452279, 1.4276702, 0.0091334
8.605851979, 1.4257269, 0.0092119
8.613264427, 1.4237671, 0.0092914
8.620689655, 1.4217893, 0.0093722
8.628127696, 1.4197915, 0.0094542
8.635578584, 1.417776, 0.0095374
8.643042351, 1.415743, 0.0096217
8.650519031, 1.4136919, 0.0097072
8.658008658, 1.4116228, 0.0097939
8.665511265, 1.4095322, 0.0098821
8.673026886, 1.4074212, 0.0099716
8.680555556, 1.4052913, 0.0100623
8.688097307, 1.4031423, 0.0101544
8.695652174, 1.4009733, 0.0102479
8.703220191, 1.3987842, 0.0103427
8.710801394, 1.3965706, 0.0104392
8.718395815, 1.3943363, 0.0105372
8.72600349, 1.3920811, 0.0106366
8.733624454, 1.3898051, 0.0107375
8.741258741, 1.3875071, 0.0108399
8.748906387, 1.3851845, 0.0109441
8.756567426, 1.3828373, 0.0110501
8.764241893, 1.3804678, 0.0111576
8.771929825, 1.3780751, 0.0112669
8.779631255, 1.3756592, 0.0113778
8.787346221, 1.3732191, 0.0114906
8.795074758, 1.37075, 0.0116054
8.802816901, 1.368256, 0.0117222
8.810572687, 1.3657372, 0.0118407
8.818342152, 1.363193, 0.0119612
8.826125331, 1.3606231, 0.0120837
8.833922261, 1.3580235, 0.0122084
8.84173298, 1.3553945, 0.0123354
8.849557522, 1.3527384, 0.0124645
8.857395926, 1.3500549, 0.0125957
8.865248227, 1.3473426, 0.0127292
8.873114463, 1.3446021, 0.012865
8.880994671, 1.3418261, 0.0130035
8.888888889, 1.3390201, 0.0131445
8.896797153, 1.336184, 0.0132879
8.904719501, 1.3333172, 0.0134338
8.912655971, 1.3304191, 0.0135823
8.920606601, 1.327485, 0.0137337
8.928571429, 1.3245152, 0.0138881
8.936550492, 1.3215121, 0.0140454
8.944543828, 1.3184756, 0.0142054
8.952551477, 1.3154044, 0.0143684
8.960573477, 1.3122982, 0.0145345
8.968609865, 1.3091484, 0.0147042
8.976660682, 1.305962, 0.0148772
8.984725966, 1.3027382, 0.0150535
8.992805755, 1.2994769, 0.0152331
9.00090009, 1.2961767, 0.0154162
9.009009009, 1.2928331, 0.0156031
